종류,규칙,답변
질병,사구체신염," 증상] : 급성인 경우는 급성 신부전의 증상이, 만성인 경우에는 만성 신부전의 증상이 나타난다. 단 다른 질병에 걸렸을 때 일어나는 경우도 많은데, 이 경우에는 원인이 되는 질병에 따라 증상이 다양하다.@ 원인] : 바이러스 감염이나 기생충, 용혈성 빈혈, 종양, 췌장염 등 다양한 원인에 의해 몸의 면역기구에 이상이 일어나 발병하는 것으로 보인다. 또 유전적으로 걸리기 쉬운 견종도 있는 것으로 보인다.@ 케어방법] : 원인이 되는 질병이 판명되면, 그 질병을 치료한다. 그와 동시에 신부전을 치료한다."
질병,네프로제증후군신장증|네프로제," 증상] : 몸이나 다리가 붓거나 배에 물이 고이는 복수 등의 증상이 나타난다. 단백뇨가 나오거나 혈액 중의 콜레스테롤이 증가한다. 위험한 요독증으로 이행되는 경우도 적지 않다.@ 원인] : 사구체신염이나 신아미로이드시스라는 질병이 주요 원인이다. 단백질이 소변으로 새어 나와 혈중 단백질이 감소하고 혈관에서 수분이 체내로 새어 부종이 생기거나 복수가 차게 된다.@ 케어방법] : 원인이 되는 질병을 치료한다. 부종이 심한 경우에는 이뇨제를 투여한다. 거기에 맞춰 저단백, 저나트륨 식사요법을 실시하는데 단백질은 너무 제한하지 않도록 한다. 신장병용 치료식을 응용하는 것도 좋다."
질병,신우신염," 증상] : 급성인 경우와 만성인 경우가 있다. 급성인 경우에는 발열을 하거나 구토, 식욕부진 등과 같은 증상이 나타나고 방광염과 비슷한 증상을 보인다. 만성인 경우에는 물을 많이 마시고 소변양이 증가하는(다음, 다뇨) 외에 아무런 증상이 없기 때문에 염증이 번져 신부전이 될 때까지 알아차리지 못하는 경우도 적지 않다.@ 원인] : 소변은 신우, 요관, 방광, 요도 순으로 흐르는데, 신우보다 아래쪽에 감염 세균이 올라와서 일어난다.@ 케어방법] : 완치될 때까지 항생물질을 충분한 기간 동안 투여한다. 신부전으로 진행되고 있는 경우에는 그에 맞는 치료를 한다."
질병,방광염," 증상] : 다음, 다뇨의 증상이 보인다. 소변 보는 포즈를 자주 취하지만 나오지 않는 경우도 있다. 소변은 탁하거나 색이 진하며, 정상일 때에 비해 냄새가 강하게 나기도 한다. 발열하는 경우도 있고, 식욕이 떨어지고 기운이 없어지기도 한다.@ 원인] : 대장균, 포도구균 등의 세균이 요도로 침입해 방광에 감염되어 염증을 일으킨다. 대부분의 경우에 만성화되고 염증이 번져 요로를 거슬러 올라가 신우신염을 일으키기도 한다. 간혹 추위나 스트레스도 원인이 되는 경우가 있다.@ 케어방법] : 항생물질이나 항균제 등을 장기 투여한다. 만성화되거나 재발하기 쉬운 질병이므로 한 번이라도 방광염에 걸렸던 적이 있다면 평소 주의를 기울이도록 한다. 식사에 신경을 쓰고 저항력이 떨어지지 않도록 건강 관리가 필수이다."
질병,요로결석증," 증상] : 혈뇨가 나오거나 소변 횟수가 많아지거나 적어지는 등 소변에 이상이 생긴다. 결석이 완전히 막혀버리면 배뇨 포즈를 취해도 전혀 나오지 않게 된다. 가장 많은 방광결석의 경우에는 빈뇨가 되거나 소변을 잘 못 보는 경우가 많지만 증상이 없는 경우도 있다. 소형견에서는 큰 결석이 생기면 방광 근처를 만졌을 때 단단한 응어리가 느껴지기도 한다. 요도결석은 요도가 긴 수컷에게 많고 혈뇨, 배뇨곤란, 뇨폐색 외에 소변을 볼 때마다 통증을 일으키기도 하고 갑자기 중독증을 일으키기도 한다.@ 원인] : 결석은 핵이 되는 세균 등에 소변 속의 성분이 달라붙어 생긴다. 종류는 다양한데 견종에 따라 생성되기 쉬운 결석이 다르다. 대부분 방광에서 생성되고, 배뇨 시 요도로 이동해 부진결석이 된다. 또 신장에서 만들어진 것은 윤뇨관으로 이동하여 요관결석이 된다. 어느 쪽이든 완전히 요로를 막아버리면 다양한 증상이 일어난다.@ 케어방법] : 결석의 종류에 따라 식이요법으로 녹일 수 있는 것도 있다. 대부분 세균에 감염되어 있기 때문에 항생물질을 투여한다. 결석이 요로를 막아버린 경우에는 가능한 빨리 수술로 제거해야 한다. 요도에 박힌 결석은 최대한 방광 안까지 밀어 올려서 적출하고 가능한 요도절개까지는 피한다. 결석을 제거한 후에는 재발 방지를 위해 반드시 식이요법을 해야 한다."
질병,간질," 증상] : 갑자기 사지가 경직되면서 경련을 일으키고 의식을 잃고 쓰러진다. 증상 정도에 따라 입에서 거품이 끓어오르거나 호흡곤란을 일으키고 대변이나 소변을 지리기도 한다. 발작은 수십 초 정도 후에 가라앉으면서 마치 아무 일도 없었던 듯한 모습을 보이지만, 간혹 발작 후에 이상한 식욕을 보이거나 물을 대량으로 들이키거나 혼수상태가 되기도 한다. 발작이 몇 차례 반복되는 경우라면 생명에 지장이 있을 수도 있으므로 서둘러 수의사에게 문의하도록 한다.@ 원인] : 뇌의 신경세포에 변화가 일어나고 긴장상태가 되면서 발생한다. 선천적으로 뇌에 이상이 있는 경우나 뇌의 염증, 종양, 외상 등이 원인이 되는 경우도 있다. 또 과도한 정신적 스트레스 등이 뇌에 영향을 미쳐서 발병하기도 한다.@ 케어방법] : 항간질제를 응용하면 발작을 억제할 수 있다. 증상이나 일반검사로 원인을 조사할 수 있는데 CT나 MRI 검사 등을 하면 변병부를 특정할 수도 있다. 발작이 언제 어떤 상황에서 일어났는지 기록해두고 원인을 알아본다. 발작 중에 소란을 피우면 혼란에 빠진 개가 물 수도 있으니 버둥거리는 개가 다치지 않도록 주인은 침착하게 대처해야 한다."
질병,전정장애, 증상] : 갑자기 증상이 나타나는 경우가 많고 고개가 기울어진 상태인 것이 특징이다. 눈이 부자연스럽게 파르르 떨리는 경우도 있다. 평형감각을 잃었기 때문에 심해지면 밥도 제대로 먹지 못하게 된다.@ 원인] : 귀 속에 있는 내이의 종양이나 염증이 원인이다. 또 나이가 원인인 경우도 있는데 노견에게 많이 발병하는 경향이 있다.@ 케어방법] : 항생물질이나 스테로이드제를 투여하고 적절한 치료를 하면 며칠에서 몇 주 사이에 병상을 개선할 수 있다. 후유증으로 고개가 기울어진 상태가 지속되기도 하므로 이상이 보이면 조기에 진찰받도록 한다.
질병,수두증," 증상] : 평소처럼 걷지 못하게 되는 등의 운동장애나 의식장애가 발생한다. 일상적인 행동에 이상이 발생하여 동작이 완만해지거나 반대로 쉽게 흥분한다, 난폭해진다, 잠만 잔다, 치매가 보인다 등의 증상이 나타난다. 경련 발작을 일으키기도 한다.@ 원인] : 유전적으로 발병하는 예로는 일반적으로 두부가 크고 두 개의 두정골의 발달이 미숙해서 선문이 완전히 닫혀 있지 않은 예가 많이 접수되고 있다. 뇌척수는 일정량이 뇌의 내부를 순환하고 있는데, 그 흐름이 막혔거나 이상이 많아져서 뇌압이 높아진다. 후천적으로는 바이러스 감염이 원인이 되는 것으로 알려져 있다.@ 케어방법] : 뇌압강하약을 사용하거나 체내의 수분을 줄이기 위해 이뇨제를 투여한다. 고인 체액을 배출하는 수술도 있지만 일반적으로는 하지 않는다. 치료를 한다고 반드시 살릴 수 있다고는 할 수 없는 질병이다."
질병,저혈당증," 증상] : 몸에 힘이 들어가지 않고 기운을 잃거나 축 늘어져 보인다. 증상이 심해지면 호흡이 거칠어지고 경련발작을 일으키거나 하반신이 마비되거나 혼수상태에 빠지기도 한다.@ 원인] : 새끼 때에는 이유 직후의 환경 변화나 스트레스, 몸의 냉기나 굶주림, 소화기의 이상에 의해 발생한다. 성견이나 노견 등은 혈당치를 컨트롤하는 인슐린 호르몬이 과잉으로 분비되어 발병한다. 공복 시나 운동으로 당분이 부족했을 때에도 일어나는 경우가 있다.@ 케어방법] : 포도당을 주입하여 치료한다. 가정에서의 처치로는 적절한 식사를 주는 것이다. 당분을 주는 것도 한 방법이다."
질병,안면신경마비," 증상] : 양쪽 얼굴 중 한 곳에 일어나는 경우가 많고 눈꺼풀이나 입술, 귀 등의 근육에 힘이 들어가지 않아서 처지기 때문에 눈물이나 침이 흘러내린다. 대부분은 1~2개월 정도 지나면 회복되는데 그 이상 경과해도 낫지 않고 지속되는 경우도 있다. 눈이 감기지 않게 되거나 건조성 각막염 등의 안질환을 일으키기도 한다.@ 원인] : 대부분 원인이 밝혀지지 않았지만 갑상선의 기능 저하나 중이염, 내이염, 안면신경 외상 등이 원인이 되는 경우가 있다.@ 케어방법] : 신경의 염증을 가라앉히거나 혈류를 좋게 하는 약을 투여한다. 치료는 원인에 따라 다르지만, 불명인 경우에는 회복이 어려워지기도 한다. 마비의 악화나 후유증을 막기 위해서는 조기치료가 중요하다."
질병,추간판헤르니아," 증상] : 특히 등줄기를 따라 심한 통증이 있어서 걷는 모습이나 자세가 이상하고, 등을 만지면 아파하며, 안으려고 하면 싫어하기도 한다. 악화되면 하반신이 마비되어 앞다리로만 걷게 되고, 통각도 마비되기 때문에 꼬집어도 반응하지 않는다. 이러한 증상이 나타난 경우에는 중증이어서 적절한 처치를 하지 않으면 평생 걷지 못하게 될 수 있다.@ 원인] : 닥스훈트나 코기처럼 동체가 긴 견종은 등의 부담이 크기 때문에 발생하기 쉬우며, 그 외에 비글, 시추, 페키니즈 등에게서도 흔히 볼 수 있다. 너무 마르거나 비만이거나 노화, 과격한 운동 등이 원인이 되기도 한다.@ 케어방법] : 안정을 취하고 평소 스테로이드제나 레이저 치료 등으로 통증을 완화하는데, 병변 부위에 특수한 약제를 주입하는 방법이 실시되기도 한다. 증상이 심한 경우에는 수술로 환부를 도려낸다. 평소 체중을 관리하고, 근육이 쇠퇴하지 않도록 하는 것이 예방방법이다. 특히 발병하기 쉬운 견종을 기르는 경우에는 등뼈에 충격을 주는 과격한 운동은 삼간다."
질병,뇌의외상," 증상] : 손상된 부위에 따라 증상이 다양하다. 고개를 기울인다, 걷거나 서지를 못한다, 의식이 혼탁하다, 혼수상태가 된다, 경련을 일으킨다, 앞이 보이지 않는다 등의 증상이 발생한다. 뇌압이 이상하게 높아지기도 한다.@ 원인] : 심한 충격에 의한 뇌출혈이나 붓기, 혈행장애, 두개골 골절 등이 원인이 된다.@ 케어방법] : 쇼크 상태가 되는 일이 많기 때문에 먼저 수액 등으로 구명처치를 한다. 뇌의 장애를 최대한 적게 하기 위해서 스테로이드제를 투여하고 각종 검사 결과에 따른 치료를 한다. 두부에 손상을 입었을 때에는 안정을 최우선으로 생각하여 의사에게 왕진을 부탁하거나 병원에 데려갈 때에는 두부에 큰 진동을 주지 않도록 조심스럽게 옮긴다."
질병,변형성척추증," 증상] : 증상이 없는 경우도 많지만 허리나 등에 통증이 발생할 때에는 만지거나 억지로 걷게 하면 아파한다. 만성화되는 일이 많고 서서히 진행되어 걷는 방식에 이상이 생기고, 뒷다리를 질질 끓거나 일어나지 못하게 되기도 한다.@ 원인] : 등뼈를 형성하고 있는 추체라는 뼈가 화골 변형되어 옆으로 튀어나와 신경을 압박하면서 발생한다.@ 케어방법] : 환부를 따뜻하게 하는 온열요법이나 초음파요법 등을 실시하고, 증상에 따라 소염제나 진통제를 준다. 수술을 하는 경우도 있다."
질병,부신피질기능항진증쿠싱증후군|쿠싱증후군|부신피질기능항진증," 증상] : 목이 말라서 물을 많이 마시게 되고, 그로 인해 소변 횟수나 양이 증가한다. 대부분의 경우 식욕이 증진해서 평소보다 많이 먹는다. 털이 버석거리며 윤기를 잃고 몸의 양쪽 좌우대칭으로 탈모되는 것이 특징이다. 근육이 탈력·위축되기 때문에 복부가 늘어지고 다리 힘이 약해진다. 당뇨병을 병발하는 경우가 많다.@ 원인] : 대부분은 뇌하수체에 생기는 종양 등이 원인이며, 부신피질자극호르몬이 과다하게 분비되어 일어난다. 부신 자체에 생기는 종양 같은 이상 때문에 발생하는 경우도 있다. 또 염증이나 알레르기 등 다른 질병을 치료하기 위해서 장기간 스테로이드 약을 사용할 때 일어나는 경우도 종종 있다.@ 케어방법] : 만성적인 질병이므로 특수한 약제를 장기간, 질병의 정도에 따라서는 평생 투여해야 할 수도 있다. 다른 질병의 치료가 원인인 경우에는 사용 중이던 스테로이드제를 서서히 줄여야 한다. 고령이 되면 걸리기 쉬운 질병이므로 정기적으로 건강검진을 받는 것이 좋다."
